seq	pos	mod	bio	strand	depth	gene	sample_group	seq_tech	lap_type
3	18504848	Y	three_prime_UTR	+	3790.5	AT3G49910	Col0_NT	GMUCT	threeUTR
3	19422888	D	three_prime_UTR	+	671	AT3G52380	Col0_NT	GMUCT	threeUTR
3	22956328	m1G	three_prime_UTR	-	300.5	AT3G61980	Col0_NT	GMUCT	threeUTR
3	22975300	i6A|t6A	three_prime_UTR	+	1229.5	AT3G62030	Col0_NT	GMUCT	threeUTR
4	1562490	i6A|t6A	three_prime_UTR	-	1219.5	AT4G03520	Col0_NT	GMUCT	threeUTR
4	6888845	D	three_prime_UTR	+	4674	AT4G11320	Col0_NT	GMUCT	threeUTR
4	7868714	Y	three_prime_UTR	+	235.5	AT4G13530	Col0_NT	GMUCT	threeUTR
4	9293642	D	three_prime_UTR	-	81	AT4G16490	Col0_NT	GMUCT	threeUTR
4	9714329	D	three_prime_UTR	-	4983.5	AT4G17390	Col0_NT	GMUCT	threeUTR
4	9714330	D	three_prime_UTR	-	5000	AT4G17390	Col0_NT	GMUCT	threeUTR
4	13882857	Y	three_prime_UTR	+	347.5	AT4G27870	Col0_NT	GMUCT	threeUTR
4	17775435	Y	three_prime_UTR	-	127.5	AT4G37800	Col0_NT	GMUCT	threeUTR
4	17831849	Y	three_prime_UTR	-	3842	AT4G37930	Col0_NT	GMUCT	threeUTR
4	18557484	Y	three_prime_UTR	-	4984.5	AT4G40040	Col0_NT	GMUCT	threeUTR
4	18557504	D	three_prime_UTR	-	12440	AT4G40040	Col0_NT	GMUCT	threeUTR
5	427120	Y	three_prime_UTR	+	2015	AT5G02160	Col0_NT	GMUCT	threeUTR
5	427121	Y	three_prime_UTR	+	1995.5	AT5G02160	Col0_NT	GMUCT	threeUTR
5	427131	D	three_prime_UTR	+	1219	AT5G02160	Col0_NT	GMUCT	threeUTR
5	832244	m1G	three_prime_UTR	-	243.5	AT5G03380	Col0_NT	GMUCT	threeUTR
5	3277600	i6A|t6A	three_prime_UTR	-	181.5	AT5G10430	Col0_NT	GMUCT	threeUTR
5	3277602	m1G	three_prime_UTR	-	246	AT5G10430	Col0_NT	GMUCT	threeUTR
5	3916357	m1G	three_prime_UTR	-	581.5	AT5G12110	Col0_NT	GMUCT	threeUTR
5	3916360	D	three_prime_UTR	-	864	AT5G12110	Col0_NT	GMUCT	threeUTR
5	6695411	D	three_prime_UTR	-	192	AT5G19820	Col0_NT	GMUCT	threeUTR
5	6695415	i6A|t6A	three_prime_UTR	-	595	AT5G19820	Col0_NT	GMUCT	threeUTR
5	6695416	m1G	three_prime_UTR	-	608.5	AT5G19820	Col0_NT	GMUCT	threeUTR
5	20551469	m1A|m1I|ms2i6A	three_prime_UTR	-	375.5	AT5G50460	Col0_NT	GMUCT	threeUTR
5	21172311	m1G	three_prime_UTR	+	736	AT5G52100	Col0_NT	GMUCT	threeUTR
5	21172312	m1G	three_prime_UTR	+	733.5	AT5G52100	Col0_NT	GMUCT	threeUTR
5	22157972	Y	three_prime_UTR	+	152	AT5G54540	Col0_NT	GMUCT	threeUTR
5	25453687	m1A|m1I|ms2i6A	three_prime_UTR	+	483.5	AT5G63570	Col0_NT	GMUCT	threeUTR
5	25453688	m1G	three_prime_UTR	+	482.5	AT5G63570	Col0_NT	GMUCT	threeUTR
5	26412287	D	three_prime_UTR	-	568	AT5G66050	Col0_NT	GMUCT	threeUTR
5	26412289	D	three_prime_UTR	-	692.5	AT5G66050	Col0_NT	GMUCT	threeUTR
